Unnamed: 0,T,Y,PARTYID7,IDEO,RELIG,ATTEND,SURV_MODE,SURV_LANG,GENDER,AGE,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,Y1hat_responses,Y0hat_responses,Y1hat,Y0hat
11,1.0,1.0,6.0,4.0,12.0,1.0,2.0,1.0,1.0,63.0,1.0,3.0,1.0,5.0,7.0,2.0,1.0,1.0,1.0,4.0,4.0,"[4, 3, 2, 4, 4, 3, 3, 4, 3, 3]","[3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",3.3,3.1
12,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,69.0,1.0,4.0,1.0,5.0,9.0,5.0,1.0,1.0,1.0,3.0,4.0,"[3, 3, 4, 2, 3, 3, 3, 4, 4, 3]","[3, 3, 3, 4, 3, 3, 2, 4, 3, 3]",3.2,3.1
13,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,54.0,1.0,2.0,1.0,1.0,13.0,3.0,0.0,0.0,1.0,1.0,4.0,"[3, 4, 4, 4, 2, 3, 3, 4, 3, 2]","[3, 2, 4, 2, 3, 2, 4, 3, 3, 4]",3.2,3.0
14,1.0,3.0,6.0,3.0,11.0,1.0,2.0,1.0,1.0,61.0,1.0,5.0,1.0,5.0,14.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 2, 3, 4, 3, 3, 4, 2]",3.0,3.0
15,1.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,71.0,1.0,3.0,1.0,1.0,9.0,9.0,1.0,1.0,3.0,1.0,4.0,"[3, 2, 3, 3, 3, 4, 3, 4, 4, 2]","[3, 3, 3, 4, 3, 2, 3, 4, 2, 4]",3.1,3.1
16,0.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,69.0,1.0,2.0,2.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,4.0,"[2, 4, 2, 2, 3, 3, 2, 3, 3, 3]","[3, 3, 3, 3, 1, 2, 3, 2, 3, 4]",2.7,2.7
17,1.0,1.0,7.0,5.0,2.0,4.0,2.0,1.0,2.0,64.0,1.0,2.0,1.0,2.0,14.0,8.0,1.0,1.0,1.0,1.0,2.0,"[3, 2, 4, 4, 4, 4, 4, 4, 3, 3]","[1, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.5,3.4
18,0.0,2.0,7.0,5.0,11.0,4.0,2.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,4.0,"[4, 4, 2, 4, 4, 4, 2, 2, 4, 4]","[4, 4, 3, 3, 4, 4, 4, 4, 5, 4]",3.4,3.9
19,0.0,3.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,60.0,1.0,2.0,5.0,5.0,10.0,5.0,1.0,1.0,1.0,1.0,2.0,"[3, 2, 4, 3, 4, 4, 3, 4, 3, 1]","[3, 2, 4, 4, 3, 3, 4, 3, 3, 3]",3.1,3.2
20,0.0,1.0,7.0,3.0,2.0,8.0,2.0,1.0,1.0,47.0,1.0,3.0,3.0,1.0,8.0,7.0,1.0,1.0,1.0,1.0,3.0,"[2, 3, 3, 4, 2, 3, 3, 3, 3, 3]","[3, 3, 3, 4, 4, 4, 3, 2, 4, 4]",2.9,3.4
21,0.0,1.0,7.0,5.0,1.0,2.0,2.0,1.0,2.0,66.0,1.0,3.0,1.0,6.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,"[3, 4, 1, 2, 4, 4, 4, 4, 4, 4]","[3, 5, 2, 3, 3, 4, 3, 4, 5, 3]",3.4,3.5
22,0.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,64.0,1.0,3.0,5.0,1.0,10.0,8.0,1.0,1.0,2.0,3.0,4.0,"[4, 4, 4, 3, 4, 4, 3, 4, 3, 4]","[4, 3, 5, 3, 4, 4, 2, 5, 3, 2]",3.7,3.5
23,1.0,5.0,2.0,2.0,12.0,9.0,2.0,1.0,1.0,49.0,2.0,3.0,3.0,2.0,8.0,6.0,1.0,1.0,1.0,3.0,2.0,"[3, 3, 2, 4, 4, 3, 4, 3, 3, 4]","[3, 3, 3, 2, 2, 3, 2, 4, 3, 3]",3.3,2.8
24,0.0,1.0,7.0,5.0,1.0,8.0,2.0,1.0,2.0,53.0,1.0,2.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,"[3, 4, 4, 4, 4, 4, 4, 4, 2, 4]","[4, 4, 3, 3, 2, 4, 2, 4, 3, 4]",3.7,3.3
25,1.0,2.0,1.0,4.0,12.0,4.0,2.0,1.0,2.0,58.0,2.0,2.0,6.0,1.0,2.0,7.0,1.0,1.0,2.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 3, 4, 3, 3, 3, 2, 3, 3, 4]",3.0,3.0
26,1.0,3.0,2.0,3.0,12.0,3.0,2.0,1.0,2.0,29.0,2.0,3.0,5.0,1.0,18.0,2.0,1.0,1.0,1.0,1.0,2.0,"[3, 2, 3, 3, 3, 2, 3, 3, 4, 3]","[3, 3, 4, 2, 2, 3, 3, 3, 3, 3]",2.9,2.9
27,1.0,3.0,4.0,4.0,1.0,9.0,2.0,1.0,1.0,31.0,1.0,3.0,1.0,1.0,13.0,9.0,1.0,1.0,1.0,3.0,4.0,"[3, 3, 4, 3, 4, 3, 2, 4, 3, 2]","[2, 4, 4, 4, 4, 2, 3, 2, 3, 4]",3.1,3.2
28,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,70.0,1.0,3.0,3.0,5.0,5.0,7.0,1.0,1.0,1.0,1.0,2.0,"[2, 3, 3, 3, 3, 2, 3, 3, 2, 4]","[4, 3, 3, 1, 4, 3, 2, 3, 3, 2]",2.8,2.8
29,0.0,5.0,1.0,1.0,11.0,2.0,2.0,1.0,2.0,30.0,1.0,5.0,5.0,1.0,11.0,5.0,1.0,1.0,2.0,1.0,4.0,"[2, 3, 4, 3, 2, 1, 4, 4, 3, 3]","[3, 2, 2, 4, 4, 4, 2, 4, 3, 2]",2.9,3.0
30,0.0,1.0,7.0,3.0,2.0,3.0,2.0,1.0,2.0,34.0,1.0,3.0,1.0,1.0,16.0,3.0,1.0,1.0,1.0,1.0,2.0,"[4, 4, 3, 2, 2, 4, 4, 4, 3, 3]","[3, 3, 3, 2, 4, 2, 3, 1, 4, 3]",3.3,2.8
31,0.0,3.0,4.0,3.0,11.0,1.0,2.0,1.0,2.0,37.0,1.0,4.0,5.0,1.0,8.0,7.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 2, 2, 3, 3, 3, 2, 4, 3]","[3, 2, 2, 4, 3, 3, 3, 3, 2, 4]",2.8,2.9
32,1.0,2.0,2.0,2.0,11.0,1.0,2.0,1.0,2.0,29.0,1.0,3.0,1.0,1.0,14.0,8.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 3, 2, 4, 2, 3, 3, 2, 2]","[2, 3, 4, 3, 3, 3, 2, 3, 3, 3]",2.5,2.9
33,0.0,1.0,3.0,4.0,12.0,2.0,2.0,1.0,2.0,35.0,2.0,3.0,6.0,1.0,6.0,5.0,1.0,0.0,2.0,3.0,4.0,"[4, 4, 2, 4, 2, 3, 4, 4, 4, 3]","[3, 2, 2, 2, 4, 4, 4, 2, 4, 4]",3.4,3.1
34,1.0,2.0,5.0,3.0,11.0,2.0,2.0,1.0,1.0,54.0,2.0,4.0,3.0,2.0,10.0,5.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 2, 4, 4, 3, 4, 3, 3, 3]","[3, 3, 2, 4, 2, 4, 3, 3, 4, 3]",3.2,3.1
35,1.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,2.0,76.0,1.0,3.0,3.0,5.0,11.0,8.0,1.0,1.0,1.0,1.0,3.0,"[3, 2, 3, 4, 4, 3, 4, 3, 4, 2]","[4, 3, 1, 4, 3, 2, 3, 3, 2, 3]",3.2,2.8
36,1.0,2.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,77.0,1.0,3.0,1.0,5.0,13.0,8.0,1.0,1.0,1.0,1.0,2.0,"[3, 2, 3, 3, 4, 2, 3, 4, 2, 2]","[2, 4, 4, 2, 3, 3, 3, 4, 3, 3]",2.8,3.1
37,1.0,5.0,7.0,5.0,2.0,3.0,2.0,1.0,1.0,54.0,1.0,3.0,4.0,5.0,9.0,5.0,1.0,0.0,1.0,1.0,3.0,"[4, 4, 4, 3, 4, 4, 4, 2, 4, 4]","[2, 4, 4, 3, 4, 3, 4, 3, 2, 3]",3.7,3.2
38,0.0,2.0,1.0,3.0,2.0,6.0,2.0,1.0,2.0,43.0,1.0,4.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,"[4, 3, 3, 3, 3, 4, 2, 3, 3, 4]","[2, 4, 2, 2, 3, 3, 4, 3, 3, 3]",3.2,2.9
39,1.0,5.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,46.0,1.0,5.0,1.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,4.0,"[3, 4, 2, 4, 3, 4, 1, 3, 4, 4]","[2, 4, 3, 5, 4, 2, 3, 2, 4, 2]",3.2,3.1
40,1.0,3.0,4.0,4.0,11.0,1.0,2.0,1.0,1.0,30.0,2.0,2.0,6.0,1.0,11.0,3.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 2, 2, 4, 3, 3, 3, 2, 3]","[3, 3, 3, 4, 3, 4, 3, 2, 4, 4]",2.8,3.3
41,1.0,2.0,3.0,3.0,11.0,1.0,2.0,1.0,2.0,32.0,1.0,5.0,1.0,1.0,14.0,4.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 1, 3, 4, 3]","[3, 2, 1, 3, 4, 3, 3, 3, 3, 3]",2.9,2.8
42,0.0,3.0,4.0,4.0,6.0,8.0,2.0,1.0,1.0,50.0,1.0,4.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,4.0,"[3, 4, 4, 3, 4, 3, 4, 4, 3, 4]","[2, 3, 4, 4, 4, 3, 2, 3, 3, 3]",3.6,3.1
43,1.0,2.0,1.0,1.0,12.0,6.0,2.0,1.0,1.0,30.0,2.0,2.0,6.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 3, 1, 3, 1, 2, 2, 3]","[2, 2, 2, 3, 3, 2, 2, 2, 3, 4]",2.1,2.5
44,1.0,1.0,7.0,3.0,1.0,8.0,2.0,1.0,2.0,90.0,1.0,3.0,3.0,5.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0,"[3, 4, 4, 2, 3, 3, 3, 4, 4, 4]","[2, 2, 3, 2, 3, 3, 3, 2, 3, 3]",3.4,2.6
45,0.0,1.0,4.0,4.0,12.0,9.0,2.0,1.0,1.0,68.0,5.0,5.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,1.0,3.0,"[1, 3, 3, 4, 3, 4, 4, 3, 3, 4]","[4, 3, 2, 4, 3, 3, 3, 3, 3, 3]",3.2,3.1
46,0.0,5.0,1.0,1.0,11.0,4.0,2.0,1.0,2.0,31.0,1.0,5.0,5.0,1.0,13.0,1.0,1.0,1.0,1.0,3.0,4.0,"[3, 2, 3, 4, 3, 2, 2, 4, 4, 2]","[4, 3, 3, 4, 3, 2, 2, 2, 3, 3]",2.9,2.9
47,0.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,35.0,1.0,5.0,1.0,1.0,12.0,2.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 4, 2, 2, 3, 4, 3, 4]","[3, 3, 4, 4, 4, 2, 2, 4, 4, 4]",3.1,3.4
48,0.0,4.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,28.0,1.0,3.0,1.0,2.0,17.0,9.0,1.0,1.0,1.0,1.0,4.0,"[1, 2, 3, 4, 3, 3, 4, 3, 2, 4]","[4, 4, 3, 2, 4, 2, 2, 3, 2, 4]",2.9,3.0
49,0.0,3.0,4.0,4.0,2.0,8.0,2.0,1.0,1.0,74.0,1.0,3.0,1.0,5.0,6.0,7.0,0.0,1.0,1.0,1.0,4.0,"[2, 3, 3, 3, 2, 3, 4, 4, 4, 4]","[3, 4, 4, 3, 3, 2, 4, 2, 3, 4]",3.2,3.2
50,0.0,1.0,1.0,3.0,11.0,1.0,2.0,1.0,2.0,53.0,1.0,5.0,4.0,2.0,10.0,9.0,1.0,1.0,1.0,1.0,3.0,"[2, 2, 3, 2, 3, 2, 3, 3, 3, 3]","[4, 2, 4, 4, 2, 3, 3, 3, 2, 3]",2.6,3.0
51,0.0,1.0,4.0,3.0,11.0,1.0,2.0,1.0,2.0,30.0,1.0,3.0,5.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 2, 3, 3, 3, 3, 3, 4, 3]","[3, 4, 3, 4, 3, 3, 3, 2, 3, 3]",3.0,3.1
52,0.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,43.0,1.0,3.0,3.0,1.0,9.0,5.0,0.0,1.0,2.0,4.0,4.0,"[2, 3, 3, 3, 2, 3, 1, 3, 3, 2]","[3, 3, 3, 2, 3, 3, 4, 2, 3, 4]",2.5,3.0
53,0.0,2.0,6.0,5.0,10.0,2.0,2.0,1.0,1.0,39.0,1.0,4.0,5.0,1.0,10.0,3.0,0.0,1.0,2.0,3.0,4.0,"[3, 4, 2, 2, 4, 4, 3, 4, 4, 4]","[4, 4, 2, 2, 2, 4, 2, 3, 4, 3]",3.4,3.0
54,0.0,2.0,1.0,2.0,8.0,4.0,2.0,1.0,2.0,32.0,6.0,5.0,5.0,1.0,11.0,1.0,1.0,1.0,2.0,3.0,4.0,"[4, 3, 2, 2, 2, 3, 3, 2, 2, 3]","[2, 3, 4, 2, 2, 3, 3, 2, 4, 2]",2.6,2.7
55,1.0,3.0,1.0,3.0,1.0,8.0,2.0,1.0,2.0,61.0,2.0,4.0,4.0,4.0,8.0,5.0,1.0,1.0,2.0,3.0,4.0,"[2, 3, 3, 2, 4, 4, 4, 3, 4, 4]","[3, 3, 3, 2, 3, 3, 4, 2, 4, 4]",3.3,3.1
56,1.0,4.0,7.0,5.0,1.0,5.0,2.0,1.0,2.0,78.0,1.0,3.0,6.0,5.0,5.0,3.0,0.0,1.0,1.0,1.0,2.0,"[4, 4, 3, 4, 3, 4, 2, 5, 2, 4]","[2, 4, 3, 4, 4, 4, 4, 4, 4, 2]",3.5,3.5
57,0.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,59.0,1.0,3.0,1.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,1.0,"[2, 2, 3, 4, 3, 3, 3, 2, 3, 3]","[2, 3, 3, 4, 2, 4, 3, 3, 3, 3]",2.8,3.0
58,1.0,4.0,3.0,3.0,10.0,1.0,2.0,1.0,2.0,60.0,1.0,3.0,3.0,1.0,8.0,6.0,1.0,1.0,1.0,1.0,4.0,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 2, 3, 3, 3, 3, 2, 2, 4, 3]",2.9,2.7
59,1.0,1.0,4.0,3.0,11.0,3.0,2.0,1.0,1.0,35.0,1.0,4.0,1.0,1.0,10.0,8.0,0.0,1.0,2.0,1.0,4.0,"[3, 3, 2, 3, 3, 3, 2, 3, 4, 3]","[2, 3, 2, 4, 3, 3, 3, 2, 3, 3]",2.9,2.8
60,0.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,5.0,5.0,1.0,8.0,5.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 2, 3, 3, 3, 4, 3, 3]","[2, 3, 4, 3, 4, 2, 3, 3, 2, 3]",3.0,2.9
61,0.0,1.0,5.0,3.0,12.0,2.0,2.0,1.0,1.0,46.0,1.0,4.0,3.0,1.0,12.0,3.0,1.0,1.0,2.0,3.0,4.0,"[4, 4, 3, 4, 3, 4, 3, 4, 2, 3]","[3, 4, 3, 4, 3, 3, 3, 4, 2, 3]",3.4,3.2
62,1.0,1.0,4.0,4.0,12.0,2.0,2.0,1.0,2.0,29.0,2.0,2.0,5.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,"[3, 3, 2, 4, 3, 3, 4, 2, 4, 1]","[3, 3, 2, 4, 3, 2, 2, 3, 4, 4]",2.9,3.0
63,1.0,1.0,6.0,3.0,12.0,4.0,2.0,1.0,2.0,65.0,1.0,3.0,1.0,6.0,4.0,5.0,1.0,0.0,1.0,1.0,4.0,"[1, 2, 3, 3, 3, 2, 3, 4, 3, 3]","[3, 3, 4, 4, 3, 3, 2, 3, 3, 3]",2.7,3.1
64,0.0,2.0,2.0,1.0,11.0,3.0,2.0,1.0,1.0,28.0,1.0,4.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 4, 2, 2, 3, 4, 2, 3, 2]","[3, 2, 2, 4, 2, 2, 2, 3, 4, 3]",2.8,2.7
65,1.0,3.0,2.0,3.0,12.0,2.0,2.0,1.0,1.0,63.0,1.0,4.0,1.0,1.0,13.0,3.0,1.0,1.0,1.0,1.0,2.0,"[2, 2, 3, 3, 4, 3, 4, 4, 2, 3]","[4, 4, 3, 4, 3, 3, 3, 3, 3, 3]",3.0,3.3
66,1.0,1.0,6.0,4.0,1.0,9.0,2.0,1.0,1.0,65.0,1.0,5.0,1.0,1.0,14.0,8.0,1.0,1.0,1.0,1.0,3.0,"[4, 4, 3, 2, 3, 4, 4, 3, 3, 4]","[3, 3, 3, 3, 3, 3, 4, 2, 3, 2]",3.4,2.9
67,0.0,4.0,2.0,3.0,11.0,1.0,2.0,1.0,1.0,24.0,1.0,3.0,5.0,1.0,11.0,9.0,1.0,1.0,3.0,1.0,2.0,"[3, 3, 2, 3, 2, 2, 2, 3, 4, 3]","[4, 3, 2, 4, 2, 3, 4, 3, 3, 2]",2.7,3.0
68,1.0,4.0,1.0,2.0,12.0,1.0,2.0,1.0,1.0,32.0,1.0,3.0,1.0,1.0,6.0,5.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 2, 3, 2, 3, 4, 2, 4, 3]","[3, 2, 3, 2, 2, 2, 3, 2, 2, 3]",2.9,2.4
69,0.0,3.0,3.0,3.0,10.0,2.0,2.0,1.0,2.0,59.0,6.0,5.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,"[3, 2, 3, 2, 3, 2, 4, 2, 3, 3]","[3, 2, 2, 2, 2, 2, 4, 3, 2, 3]",2.7,2.5
70,0.0,2.0,6.0,4.0,1.0,5.0,2.0,1.0,2.0,77.0,1.0,2.0,4.0,5.0,10.0,6.0,1.0,1.0,2.0,1.0,4.0,"[2, 3, 3, 3, 3, 4, 3, 4, 4, 3]","[2, 3, 3, 3, 4, 3, 4, 3, 3, 1]",3.2,2.9
71,0.0,4.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,67.0,1.0,4.0,5.0,5.0,12.0,8.0,1.0,0.0,1.0,1.0,3.0,"[4, 2, 4, 3, 4, 3, 4, 3, 3, 3]","[3, 3, 3, 3, 3, 2, 2, 3, 4, 3]",3.3,2.9
72,0.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,72.0,1.0,5.0,1.0,5.0,18.0,8.0,1.0,1.0,1.0,1.0,4.0,"[2, 3, 2, 3, 2, 3, 4, 3, 3, 3]","[3, 3, 2, 3, 2, 3, 4, 4, 3, 2]",2.8,2.9
73,0.0,3.0,3.0,3.0,1.0,7.0,2.0,1.0,2.0,82.0,1.0,4.0,1.0,5.0,13.0,4.0,1.0,1.0,1.0,1.0,2.0,"[3, 2, 3, 4, 2, 3, 3, 3, 4, 4]","[3, 3, 3, 3, 3, 3, 3, 4, 4, 3]",3.1,3.2
74,1.0,4.0,7.0,5.0,1.0,9.0,2.0,1.0,2.0,82.0,1.0,3.0,2.0,5.0,8.0,5.0,1.0,1.0,1.0,1.0,3.0,"[4, 4, 4, 4, 4, 4, 2, 5, 5, 4]","[4, 1, 4, 4, 3, 3, 4, 4, 4, 3]",4.0,3.4
75,0.0,1.0,6.0,4.0,1.0,4.0,2.0,1.0,2.0,64.0,1.0,2.0,1.0,5.0,11.0,6.0,0.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 3, 3, 4, 3, 3, 3]","[3, 3, 3, 2, 2, 4, 2, 4, 4, 4]",3.1,3.1
76,0.0,3.0,4.0,3.0,8.0,5.0,2.0,1.0,1.0,48.0,6.0,5.0,1.0,1.0,14.0,7.0,1.0,1.0,1.0,1.0,2.0,"[4, 3, 3, 4, 2, 3, 4, 2, 2, 3]","[2, 3, 2, 2, 2, 3, 4, 3, 3, 3]",3.0,2.7
77,1.0,2.0,4.0,3.0,11.0,1.0,2.0,1.0,1.0,60.0,1.0,3.0,3.0,1.0,11.0,8.0,1.0,1.0,3.0,1.0,4.0,"[3, 2, 2, 3, 2, 3, 2, 4, 3, 4]","[4, 3, 3, 3, 3, 3, 2, 3, 4, 4]",2.8,3.2
78,1.0,2.0,3.0,3.0,10.0,2.0,2.0,1.0,2.0,25.0,1.0,3.0,5.0,1.0,9.0,6.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 2, 3, 3, 3, 2, 3]","[2, 3, 3, 3, 3, 3, 2, 3, 3, 2]",2.8,2.7
79,1.0,1.0,5.0,4.0,1.0,9.0,2.0,1.0,1.0,58.0,1.0,3.0,1.0,6.0,13.0,6.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 4, 4, 3, 3, 4, 3, 3]","[4, 4, 3, 4, 3, 3, 4, 3, 4, 2]",3.3,3.4
80,1.0,3.0,4.0,3.0,12.0,3.0,2.0,1.0,2.0,22.0,1.0,3.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,4.0,2.0,"[3, 3, 2, 2, 2, 3, 4, 4, 3, 4]","[2, 3, 3, 4, 3, 3, 3, 2, 3, 4]",3.0,3.0
81,1.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,79.0,1.0,3.0,2.0,5.0,9.0,2.0,1.0,1.0,1.0,2.0,3.0,"[3, 3, 2, 3, 3, 3, 4, 3, 3, 4]","[3, 2, 2, 4, 4, 3, 2, 3, 3, 4]",3.1,3.0
82,0.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,76.0,1.0,4.0,1.0,5.0,7.0,3.0,0.0,1.0,1.0,1.0,3.0,"[3, 2, 2, 2, 3, 3, 3, 3, 2, 2]","[4, 2, 3, 2, 3, 3, 4, 2, 3, 2]",2.5,2.8
83,0.0,3.0,5.0,4.0,12.0,1.0,2.0,1.0,2.0,65.0,1.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 4, 4, 3, 2, 3, 4]","[3, 3, 2, 3, 4, 3, 4, 4, 3, 3]",3.2,3.2
84,0.0,4.0,1.0,1.0,11.0,2.0,2.0,1.0,2.0,23.0,2.0,3.0,5.0,7.0,7.0,5.0,1.0,1.0,1.0,1.0,2.0,"[4, 4, 2, 4, 2, 4, 2, 4, 4, 2]","[3, 3, 2, 2, 3, 4, 3, 2, 5, 2]",3.2,2.9
85,1.0,1.0,7.0,5.0,1.0,2.0,2.0,1.0,2.0,40.0,1.0,2.0,1.0,7.0,8.0,5.0,1.0,1.0,2.0,3.0,4.0,"[4, 3, 4, 4, 4, 4, 4, 2, 4, 3]","[3, 3, 3, 4, 2, 4, 4, 4, 5, 4]",3.6,3.6
86,1.0,3.0,2.0,5.0,11.0,1.0,2.0,1.0,1.0,30.0,1.0,3.0,6.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,2.0,"[2, 4, 3, 4, 3, 3, 3, 4, 3, 4]","[2, 3, 3, 2, 2, 4, 4, 3, 4, 4]",3.3,3.1
